Job_Title,Company,Dept,City,Salary,Yrs_of_Exp
DRIVER,PT Bangun Sumberdaya Mandiri,Administrasi,head office - Prov. DKI-Jakarta,Gaji Kompetitif,0 tahun
Import Staff,PT Swapro International,Pemasaran (Non-Teknis),head office - Jakarta Timur,IDR 4.600.000 - 4.700.000,3 tahun
Staff Gudang logistik,PT Personel Alih Daya ( PERSADA ),Reporter,All Jabodetabek - Prov. DKI-Jakarta,IDR 10.000.000 - 12.500.000,0 tahun
SAFETY MAN,PT Era Mulya Citra Warna,Administrasi,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
DRIVER KANVAS PT TEMPO SCAN PACIFIC,PT Era Mulya Citra Warna,Administrasi,PURWOKERTO - Purwokerto,IDR 5.000.000 - 6.000.000,Setidaknya 1 tahun
Pharmacist,PT Bakrieland Development Tbk,Pengembangan Bisnis,BEKASI - Bekasi,Gaji Kompetitif,5 tahun
ADMIN POLICY SERVICE,PT Personel Alih Daya ( PERSADA ),Periklanan / Promosi,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
HRD Manajer,PT Rajawali Anugrah Resources,Administrasi Export,head office - Jakarta Selatan,Gaji Kompetitif,3 tahun
Marketing Staff (CMO),ASABA GROUP,"Akuntansi, Keuangan",Medan - Medan,IDR 17.000.000 - 18.000.000,Setidaknya 1 tahun
Reporter Junior,PT Espresso Italia,Penjualan dan Pemasaran,Prov. DKI-Jakarta - Prov. DKI-Jakarta,IDR 4.000.000 - 5.000.000,Setidaknya 1 tahun
ADMIN KEBUMEN,PT Bakti Samudra Sakti,Administrasi,head office - Prov. DKI-Jakarta,Gaji Kompetitif,3 tahun
ADMIN BEKASI,PT Wahana Adireksa Pratama,Pemasaran (Non-Teknis),head office - Surabaya,Gaji Kompetitif,3 tahun
Corporate Business Development Specialist (CBDS),PT Tabitha Express,Hukum / Korporasi,head office - Jakarta Barat,Gaji Kompetitif,Setidaknya 1 tahun
Visual Producer,PT Derma Konsep Estetika,Administrasi," Jakarta ,head office - Jakarta Utara",IDR 8.000.000 - 10.000.000,2 tahun
Admin Export Import (Medan),PT Grita Artha Kreamindo,Hukum / Korporasi,head office - Bekasi,IDR 5.000.000 - 7.000.000,2 tahun
Accounting Staff,PT Bakrieland Development Tbk,General Management,head office - Jakarta Selatan,Gaji Kompetitif,4 tahun
SALES EXECUTIVE speciality from COFFEE MACHINE/ ICE CREAM MACHINE/ KITCHEN EQUIPMENT,PT Mitra Kreasi Nusantara Sejahtera,Logistik,head office - Jakarta Selatan,Gaji Kompetitif,3 tahun
ESTIMATOR,PT Elabram Systems,"Akuntansi, Keuangan",head office - Jakarta Selatan,Gaji Kompetitif,2 tahun
Marketing Manager,PT Puriasri Bhaktikarya,"TI, Programmer",head office - Jakarta Pusat,IDR 4.500.000 - 5.500.000,Setidaknya 1 tahun
LEGAL STAFF ,PT Rekso Nasional Food (McDonald's Indonesia),Operasi Restoran,head office - Prov. DKI-Jakarta,IDR 15.000.000 - 25.000.000,Setidaknya 1 tahun
STAFF ADMIN PRODUKSI,PT ODG Indonesia,"Teknik, Keselamatan",Tangerang - Tangerang,IDR 10.000.000 - 50.000.000,3 tahun
LEGAL STAFF,PT Indosakti Pancadipo Paragraha,"Teknik, Sipil",Head Office - Jakarta Selatan,Gaji Kompetitif,0 tahun
Risk Management & Compliance Manager (RMC),PT Mitra Insan Sejahtera,Apoteker / Farmasi,head office - Prov. DKI-Jakarta,IDR 5.000.000 - 6.000.000,5 tahun
GUDANG,PT Rajawali Anugrah Resources,Edukasi,head office - Jakarta Pusat,Gaji Kompetitif,0 tahun
Accounting and Finance Manager,PT Mustika Land Development ,Hukum / Korporasi,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
Java Developer,PT Sukses Jaya Copierindo,Pemasaran (Non-Teknis),head office - Jakarta Pusat,IDR 4.300.000 - 8.000.000,2 tahun
Trainee Manager - Based Jabodetabek,PT Mitra Kreasi Nusantara Sejahtera,Logistik,head office - Jakarta Selatan,IDR 4.500.000 - 6.000.000,Setidaknya 1 tahun
HSE Officer,PT Neo Fusion Indonesia,"TI, Systems Analyst",head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
Engineer,PT Senjaya Gobel Solusindo,"Akuntansi, Keuangan",head office - Jakarta Selatan,IDR 4.500.000 - 5.500.000,0 tahun
Asisten Apoteker,PT Inti Finance Sinergy,Pemasaran (Teknis),head office - Jakarta Pusat,Gaji Kompetitif,Setidaknya 1 tahun
SPV TELKOM CAWANG JAKARTA TIMUR,PT Intercipta Jasa Indonesia,Administrasi,head office - Prov. DKI-Jakarta,Gaji Kompetitif,2 tahun
Project Admin Legal Staff,PT Domba Mas Indonesia,Manufaktur dan Produksi,PT. INTERCIPTA JASA INDONESIA - Jakarta Barat,IDR 6.000.000 - 7.000.000,0 tahun
ACCOUNT MANAGER ,PT Asuransi Reliance Indonesia,Komunikasi,head office - Jakarta Barat,IDR 4.200.000 - 4.600.000,2 tahun
Helper gudang,PT Surabaya Mekabox,Kreatif / Desain,PT Asuransi Reliance Indonesia - Jakarta Utara,Gaji Kompetitif,2 tahun
QUALITY ASSURANCE,PT Mitra Kreasi Nusantara Sejahtera,Administrasi,head office - Gresik,Gaji Kompetitif,3 tahun
Staff Accounting / Staff Finance,PT BSR Indonesia,Pengembangan Bisnis,head office - Jakarta Selatan,Gaji Kompetitif,2 tahun
Business Development ( Associate ),PT Cahaya Gemilang Sinergi Indonesia,Administrasi,head office - Jakarta Pusat,IDR 4.500.000 - 5.500.000,3 tahun
ADMIN PURCHASING ,PT Daya Eka Samudera Jakarta,Administrasi,head office - Prov. DKI-Jakarta,IDR 3.000.000 - 4.000.000,0 tahun
Manager Produksi,PT Sinergi Performa Cipta,"Akuntansi, Keuangan",head office - Jakarta Barat,Gaji Kompetitif,2 tahun
Staff Customer Relation,PT Bakrieland Development Tbk,"TI, Administrator",KOTA KASABLANKA - Jakarta Selatan,Gaji Kompetitif,0 tahun
Art Design,CV Indo Javaland,Operasi Gudang,head office - Jakarta Selatan,IDR 4.500.000 - 4.600.000,2 tahun
Staff Administrasi,PT Uwinfly Industries Indonesia,Manajemen Pabrik,head office - Bekasi,Gaji Kompetitif,0 tahun
Business Development,PT SUKSES MITRA SERASI,Administrasi,head office - Semarang,IDR 5.500.000 - 6.500.000,Setidaknya 1 tahun
Administration Staff,PT ODG Indonesia,Administrasi,head office - Jakarta Utara,IDR 7.000.000 - 10.000.000,Setidaknya 1 tahun
SPV Operasional,PT Mitra Insan Sejahtera,Pengembangan Produk,Head Office - Jakarta Selatan,Gaji Kompetitif,0 tahun
Payroll Staff,PT Group Mitra Indonesia,Satuan Pengamanan,head office - Jakarta Pusat,IDR 5.000.000 - 7.000.000,2 tahun
"CIT Technical Support / Network (CIN), CIT Technical Administration (CIA)",PT Era Mulya Citra Warna,Penjualan dan Pemasaran,head office - Tangerang,Gaji Kompetitif,5 tahun
Supervisor Warehouse,PT Transpasific Finance,Administrasi,LAMPUNG - Prov. Sumatera Selatan,IDR 4.500.000 - 5.000.000,2 tahun
Kepala Pabrik,PT Personel Alih Daya ( PERSADA ),"Akuntansi, Keuangan",Branch Cileungsi - Cileungsi,IDR 3.000.000 - 7.500.000,Setidaknya 1 tahun
Sales,PT Klik Bangunan,Penjualan dan Pemasaran,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
Project Administrator,PT Espresso Italia,Teknisi,head office - Bogor,IDR 4.600.000 - 5.000.000,Setidaknya 1 tahun
Production Staff,PT Indo Makmur Abadi,Kurir,head office - Prov. DKI-Jakarta,IDR 3.500.000 - 5.000.000,Setidaknya 1 tahun
Security Wanita,PT Bakrieland Development Tbk,"Akuntansi, Keuangan",head office - Semarang,Gaji Kompetitif,Setidaknya 1 tahun
AREA SALES MANAGER ,PT Hakiki Donarta,Operator,head office - Jakarta Selatan,Gaji Kompetitif,Setidaknya 1 tahun
Administration Staff - Cileungsi,PT Klik Bangunan,Pemrosesan Data,head office - Surabaya,Gaji Kompetitif,2 tahun
TELLER area Bekasi ,PT Raja Bearindo Aditama,Administrasi Import,head office - Bogor,Gaji Kompetitif,2 tahun
Marketplace,PT Transpasific Finance,Pengembangan Bisnis,head office - Jakarta Barat,Gaji Kompetitif,Setidaknya 1 tahun
SENIOR TEKNISI MESIN PENDINGIN - CHILLER/ FRIDGE/ SHOWCASE,PT Hashimawira Bersaudara,Maintenance,Branch Depok - Depok,Gaji Kompetitif,3 tahun
DRIVER,PT Era Mulya Citra Warna,Penjualan dan Pemasaran,head office - Jakarta Timur,Gaji Kompetitif,0 tahun
"Accounting & Reporting Division Head (ARDH), Internal Audit Manager (IAM)",PT Nadira Permata Mandiri,Komunikasi,SEMARANG - Semarang,IDR 3.000.000 - 4.000.000,2 tahun
Operator,PT Mitra Insan Sejahtera,Penjualan (Teknis),head office - Jakarta Utara,IDR 1.500.000 - 5.000.000,3 tahun
Inventory Control for Retail,PT Isargas,Operator,head office - Jakarta Pusat,Gaji Kompetitif,2 tahun
Purchasing Import ,PT Pradha Karya Perkasa,Manufaktur dan Produksi,Pasuruan - Surabaya,Gaji Kompetitif,2 tahun
Branch Manager - JABODETABEK dan JABAR,PT Imecon Teknindo,Administrasi,head office - Mojokerto,IDR 4.500.000 - 5.000.000,2 tahun
Staff Maintenance,PT Mitra Kreasi Nusantara Sejahtera,Administrasi,Head Office - Jakarta Selatan,Gaji Kompetitif,Setidaknya 1 tahun
BRANCH MANAGER SEMARANG,PT Mitra Insan Sejahtera,Manajemen Merk / Produk,head office - Jakarta Selatan,IDR 4.000.000 - 4.500.000,0 tahun
Customer Service ,PT Techno Prefab Indonesia,Administrasi,head office - Jakarta Pusat,IDR 4.500.000 - 5.800.000,Setidaknya 1 tahun
Sales Representative,PT Hassana Boga Sejahtera,Pengembangan Bisnis,head office - Cikarang,Gaji Kompetitif,Setidaknya 1 tahun
Operator (Jatim),Maxon Prime Technology,"Teknik, Mesin",Nayzfood - Tangerang,Gaji Kompetitif,Setidaknya 1 tahun
Staff Quality Control ,PT Tabitha Express,Arsitek,head office - Tangerang,Gaji Kompetitif,0 tahun
Receptionist & Admin,PT Mitra Kreasi Nusantara Sejahtera,Fresh Graduate," Jakarta ,head office - Jakarta Utara",IDR 4.000.000 - 7.000.000,0 tahun
Staff Administrasi,PT Era Mulya Citra Warna,Administrasi,head office - Jakarta Selatan,IDR 8.000.000 - 15.000.000,2 tahun
STORE MANAGER,PT Sinar Nirwana Sari,Sumber Daya Manusia,Head Office - Bogor,IDR 4.300.000 - 4.900.000,Setidaknya 1 tahun
ADMIN PROJECT,PT Mitra Insan Sejahtera,Manajemen Operasional,head office - Jakarta Utara,Gaji Kompetitif,2 tahun
Business Development,PT Cahaya Agro Teknik,Manajemen Pabrik,Bogor - Bogor,Gaji Kompetitif,5 tahun
SITE MANAGER PROYEK,PT Rajawali Anugrah Resources,"Teknik, Telekomunikasi",head office - Surabaya,Gaji Kompetitif,0 tahun
SITE MANAGER PROJECT ,Raja Sei,Administrasi,head office - Jakarta Selatan,IDR 5.000.000 - 10.000.000,Setidaknya 1 tahun
Resepsionis pria dan wanita,PT Domba Mas Indonesia,"Akuntansi, Keuangan",head office - Tangerang,IDR 4.600.000 - 4.617.000,2 tahun
STAFF FINANCE BOGOR,PT Oscar Mas,Audit Intern / Pengawasan,head office - Jakarta Barat,IDR 3.000.000 - 4.300.000,0 tahun
HEAD HRD - Pertambangan,PT Mitra Kreasi Nusantara Sejahtera,Administrasi,PT. OSCAR MAS - Bekasi,Gaji Kompetitif,2 tahun
RECRUITER EXECUTIVE,PT Artha Dana Teknologi,Kredit / Pinjaman,head office - Jakarta Selatan,IDR 5.500.000 - 7.000.000,Setidaknya 1 tahun
MANAGER OPERASIONAL & PRODUKSI,PT Bakti Samudra Sakti,Manajemen Operasional,head office - Jakarta Pusat,IDR 4.400.000 - 4.900.000,3 tahun
Teknisi JOINTER FIBER OPTIC,PT Espresso Italia,Pemasaran (Non-Teknis),head office - Surabaya,Gaji Kompetitif,Setidaknya 1 tahun
Admin Accounting,PT Pradha Karya Perkasa,"Akuntansi, Keuangan",head office - Prov. DKI-Jakarta,IDR 5.000.000 - 7.000.000,3 tahun
ADMIN PIUTANG,PT Tabitha Express,Administrasi Export,head office - Mojokerto,Gaji Kompetitif,0 tahun
Compliance Officer-Internal Audit,PT Tabitha Express,Manajemen Operasional," Jakarta ,head office - Jakarta Utara",IDR 4.100.000 - 4.279.000,3 tahun
Staff Administrasi data entry,ASABA GROUP,Kurir,Semarang - Semarang,IDR 4.600.000 - 5.000.000,5 tahun
Anti Fraud Analyst,PT Rekso Nasional Food (McDonald's Indonesia),Administrasi,Prov. DKI-Jakarta - Prov. DKI-Jakarta,IDR 10.000.000 - 13.000.000,3 tahun
SITE MANAGER,PT Bakti Samudra Sakti,Administrasi,Graha Rekso - Jakarta Utara,Gaji Kompetitif,2 tahun
E Commerce Staff,PT Hakiki Donarta,Sumber Daya Manusia,head office - Surabaya,IDR 5.000.000 - 5.000.001,2 tahun
Staff Accounting,PT Bahtera Pesat Lintasbuana,Bagian Klaim,Tangerang - Tangerang,Gaji Kompetitif,0 tahun
CUSTOMER SERVICE EXPORT & IMPORT,PT Pradha Karya Perkasa,Sumber Daya Manusia,head office - Jakarta Selatan,Gaji Kompetitif,2 tahun
Branch Manager Freight Forwarder ,PT Oscar Mas,"Akuntansi, Keuangan",head office - Mojokerto,IDR 5.500.000 - 6.000.000,2 tahun
Delivery Staff,PT Central Buana Mandiri,Administrasi,PT. OSCAR MAS - Bekasi,IDR 4.200.000 - 4.279.000,3 tahun
Admit Permit (Contract Base),PT Maxi Konstruksi Indonesia,Administrasi,head office - Sidoarjo,Gaji Kompetitif,0 tahun
ADMINISTRASI TEKNIK,PT Imecon Teknindo,Sumber Daya Manusia,MAXICON  - Jakarta Utara,Gaji Kompetitif,Setidaknya 1 tahun
HRD,PT Intercipta Jasa Indonesia,Administrasi,Head Office - Jakarta Selatan,Gaji Kompetitif,Setidaknya 1 tahun
Claim Analyst,PT Era Mulya Citra Warna,Administrasi,PT. INTERCIPTA JASA INDONESIA - Jakarta Barat,Gaji Kompetitif,5 tahun
Staff Rekrutmen,PT Personel Alih Daya ( PERSADA ),"Akuntansi, Keuangan",Head Office - Bogor,IDR 5.000.000 - 6.000.000,0 tahun
Jr Manager Accounting & Tax,PT Bakrieland Development Tbk,Hukum / Korporasi,head office - Jakarta Selatan,Gaji Kompetitif,3 tahun
Staff Administrasi,Maxon Prime Technology,"Teknik, Sipil",head office - Jakarta Selatan,IDR 9.000.000 - 10.000.000,Setidaknya 1 tahun
Administrasi Keuangan,PT Bakrieland Development Tbk,General Management,head office - Tangerang,Gaji Kompetitif,2 tahun
Recruitment Specialist,PT Rekso Nasional Food (McDonald's Indonesia),Operasi Restoran,head office - Jakarta Selatan,IDR 4.000.000 - 6.000.000,Setidaknya 1 tahun
STAFF FINANCE ,PT Isargas,Resepsionis,Surabaya - Surabaya,Gaji Kompetitif,3 tahun
ACCOUNTING,PT Era Mulya Citra Warna,Penjualan dan Pemasaran,head office - Jakarta Selatan,Gaji Kompetitif,2 tahun
HR (Human Resources),PT Daya Eka Samudera Jakarta,Manajemen Operasional,Head Office - Bogor,IDR 4.800.000 - 5.500.000,2 tahun
Corporate Legal Officer (CLO),Solusi Kemasan UMKM PT,Logistik,head office - Jakarta Barat,Gaji Kompetitif,3 tahun
PROJECT SUPERVISOR,PT Bakti Samudra Sakti,Manajemen Operasional,head office - Jakarta Barat,Gaji Kompetitif,0 tahun
General Manager (GMH),PT Elabram Systems,Operasi Gudang,head office - Surabaya,Gaji Kompetitif,2 tahun
"Crew Restoran - Based Jawa Timur (Surabaya, Sidoarjo, Mojokerto)",PT Mitra Kreasi Nusantara Sejahtera,Logistik,head office - Jakarta Pusat,Gaji Kompetitif,Setidaknya 1 tahun
Receptionist,Zona Accesories,Administrasi,head office - Jakarta Selatan,IDR 7.000.000 - 9.000.000,Setidaknya 1 tahun
SUPERVISOR SALES BOGOR,"EMTEK (PT Elang Mahkota Teknologi, Tbk)",Administrasi,head office - Jakarta,IDR 4.400.000 - 5.500.000,3 tahun
Staff Operasional Trucking,PT Bakrieland Development Tbk,"Akuntansi, Keuangan","SCTV Tower, Senayan, Jakarta Pusat - Prov. DKI-Jakarta",Gaji Kompetitif,4 tahun
Admin Gudang,PT Industri Pembungkus Internasional,"Teknik, Keselamatan",head office - Jakarta Selatan,Gaji Kompetitif,4 tahun
Staff Pelaksana,PT Daya5 Rekrutmen,Operasi Gudang,head office - Medan,Gaji Kompetitif,0 tahun
Warehouse & Logistic Coordinator,Sumber Daya Menamas Prime Resources,Administrasi,Jabodetabek - Prov. DKI-Jakarta,Gaji Kompetitif,0 tahun
Staff gudang lulusan baru,PT Bakrieland Development Tbk,"Akuntansi, Keuangan",head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
Staff Admin Gudang,Sumber Daya Menamas Prime Resources,Administrasi,head office - Jakarta Selatan,IDR 4.200.000 - 4.400.000,15 tahun
Campaign Support Intern,PT Imecon Teknindo,Administrasi,head office - Jakarta Selatan,Gaji Kompetitif,2 tahun
Chief Finance Officer (CFO),A Big Group of Companies,Penjualan dan Pemasaran,DKI Jakarta - Prov. DKI-Jakarta,IDR 4.500.000 - 4.600.000,2 tahun
HSE OFFICER,PT Bahtera Pesat Lintasbuana,Pembelian / Purchasing,Bandung - Bandung,IDR 5.500.000 - 6.500.000,Setidaknya 1 tahun
Warehouse and Fulfillment Ops,PT Surabaya Mekabox,Supir,Jakarta - Prov. DKI-Jakarta,IDR 3.400.000 - 4.000.000,0 tahun
"Administrasi Bank CIMB Niaga (Bintaro, Tangerang))",PT BSR Indonesia,"Teknik, Pertanian",Gresik Regency - Gresik,IDR 4.600.000 - 5.000.000,Setidaknya 1 tahun
Accounting Staff (ACS),PT IT Service Centre,Teknisi,Jakarta Pusat - Prov. DKI-Jakarta,Gaji Kompetitif,Setidaknya 1 tahun
Administrasi Bank Danamon,Confidential Company,"Akuntansi, Keuangan",Surabaya - Surabaya,IDR 3.000.000 - 4.000.000,2 tahun
Account Payable,PT Mitra Insan Sejahtera,Penjualan dan Pemasaran,Project Office 1 - Prov. DKI-Jakarta,Gaji Kompetitif,Setidaknya 1 tahun
Salesman - Bandung,PT Artha Kreasi Utama,Administrasi,Jakarta - Prov. DKI-Jakarta,IDR 7.000.000 - 8.000.000,Setidaknya 1 tahun
procurement admin,PT IT Service Centre,"TI, Administrator",Bandung - Bandung,Gaji Kompetitif,Setidaknya 1 tahun
Sopir Truck,PT Bakrieland Development Tbk,Sekretaris,Makassar - Makassar,IDR 3.774.860 - 4.400.000,Setidaknya 1 tahun
Admin Dealer,PT Sumaco Wahana Utama,Satuan Pengamanan,head office - Jakarta Selatan,IDR 2.941.300 - 2.941.300,4 tahun
Tekhnisi- Surabaya,PT Asuransi Reliance Indonesia,Administrasi,head office - Prov. DKI-Jakarta,Gaji Kompetitif,0 tahun
Account Receivable Staff,PT Artha Dana Teknologi,Kolektor,PT Asuransi Reliance Indonesia - Jakarta Utara,Gaji Kompetitif,Setidaknya 1 tahun
AREA SALES MANAGER,PT Victory Retailindo,Supir,Jakarta Barat - Jakarta Barat,Gaji Kompetitif,0 tahun
RECEPTIONIST BANDUNG,PT Sinar Nirwana Sari,Sumber Daya Manusia,Papaya Fresh Gallery Blok M - Prov. DKI-Jakarta,Gaji Kompetitif,3 tahun
IT Support,PT Megah Nurindo Pratama,Administrasi,head office - Jakarta Utara,Gaji Kompetitif,2 tahun
Corporate Secretary (CSO),PT Mitra Insan Sejahtera,Manajemen Operasional,head office - Jakarta Utara,Gaji Kompetitif,Setidaknya 1 tahun
SECURITY,PT Bakrieland Development Tbk,Pemasaran (Non-Teknis),Jakarta - Prov. DKI-Jakarta,IDR 4.500.000 - 4.800.000,Setidaknya 1 tahun
Supervisor Claim Admin,PT Intrias Mandiri Sejati (IMS),Supir,head office - Jakarta Selatan,Gaji Kompetitif,3 tahun
Desk Collection,PT Mitra Insan Sejahtera,Pemasaran Internet,head office - Prov. DKI-Jakarta,Gaji Kompetitif,3 tahun
DRIVER,PT Tabitha Express,Administrasi,Jakarta - Prov. DKI-Jakarta,IDR 4.600.000 - 4.700.000,Setidaknya 1 tahun
HRD (Head Office) - Pertambangan,PT Daya Eka Samudera Jakarta,Manajemen Operasional,Surabaya  - Surabaya,Gaji Kompetitif,3 tahun
Administrasi Produksi,PT Lintas Luhur Lestari,Fresh Graduate,head office - Jakarta Barat,IDR 4.500.000 - 5.000.000,2 tahun
Kepala Cabang,PT Imecon Teknindo,Bagian Umum,head office - Tangerang,Gaji Kompetitif,0 tahun
"GM Sales & Marketing (GMS), Sales Manager (SM), Sales Supervisor (SS) Sales Executives (SE)",PT Mitra Kreasi Nusantara Sejahtera,Administrasi,DKI Jakarta - Prov. DKI-Jakarta,IDR 4.500.000 - 6.000.000,2 tahun
DRIVER,PT Recruit First Indonesia,Operator,head office - Jakarta Selatan,IDR 4.000.000 - 4.200.000,2 tahun
MARKETING SUPERVISOR,Mesin Kasir Online,Administrasi,HO  - Prov. DKI-Jakarta,IDR 4.300.000 - 4.500.000,Setidaknya 1 tahun
STAFF OPERASIONAL,PT Usahatama Sentosa Mas,Administrasi,CABANG JAKARTA - Jakarta Pusat,IDR 4.000.000 - 4.200.000,Setidaknya 1 tahun
Operasional Trucking,PT Kompindo Fontana Raya,Administrasi,head office - Prov. DKI-Jakarta,IDR 2.500.000 - 4.000.000,Setidaknya 1 tahun
Quality Assurance Staff,PT Grita Artha Kreamindo,Layanan Pelanggan,head office - Tangerang,Gaji Kompetitif,0 tahun
Office Boy,PT Mitra Insan Sejahtera,Akuntan Perpajakan,head office - Jakarta Selatan,Gaji Kompetitif,Setidaknya 1 tahun
Staff administrasi lulusan baru,PT Pradha Karya Perkasa,Audit Intern / Pengawasan,Jakarta - Prov. DKI-Jakarta,Gaji Kompetitif,Setidaknya 1 tahun
Warehouse Picker ,PT BSR Indonesia,Pekerjaan Umum,head office - Mojokerto,Gaji Kompetitif,Setidaknya 1 tahun
Admin Kasir Area Jakarta,PT KMI Wire and Cable Tbk,Manufaktur dan Produksi,head office - Jakarta Pusat,IDR 4.500.000 - 5.000.000,2 tahun
OPERATOR TELEPON,PT Isargas,Administrasi,head office - Jakarta Timur,IDR 4.000.000 - 5.000.000,2 tahun
Sales Admin,PT Uwinfly Industries Indonesia,General Management,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
CUSTOMER SERVICE,PT Recruit First Indonesia,Operasi Gudang,PT. Uwinfly Indonesia Industries - Semarang,IDR 5.000.000 - 6.000.000,3 tahun
FINANCE & ACCOUNTING STAFF,PT Mitra Insan Sejahtera,Tidak disebutkan,"Jatake, Tangerang - Tangerang",Gaji Kompetitif,0 tahun
Staff Document Control,PT Surabaya Mekabox,Management Trainee,Jakarta - Prov. DKI-Jakarta,IDR 4.000.000 - 4.400.000,5 tahun
Office Helper,PT Armada Logistik Indonesia,Operator,head office - Gresik,Gaji Kompetitif,2 tahun
HR OPERATIONAL MANAGER,PT Dutagaruda Piranti Prima,Administrasi,head office - Prov. DKI-Jakarta,Gaji Kompetitif,3 tahun
Staff HR,PT Armada Logistik Indonesia,Management Trainee,PT. DUTAGARUDA PIRANTI PRIMA - Jakarta Pusat,Gaji Kompetitif,0 tahun
HR Manager,PT Isargas,Hukum / Korporasi,head office - Prov. DKI-Jakarta,Gaji Kompetitif,0 tahun
Warehouse Stock Keeper,PT BSR Indonesia,Administrasi,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
Logistik Staff,PT Tatalogam Lestari,Audit Intern / Pengawasan,Jakarta Barat - Prov. DKI-Jakarta,IDR 4.800.000 - 6.000.000,Setidaknya 1 tahun
Management Trainee,"PT Enseval Putera Megatrading, Tbk",Operasi Gudang,Head Office - Jakarta Barat,IDR 3.000.000 - 4.500.000,Setidaknya 1 tahun
Operasional/Driver,PT Bakti Samudra Sakti,Administrasi,head office - Jakarta Timur,IDR 4.500.000 - 5.000.000,Setidaknya 1 tahun
ADMINISTRASI (JABODETABEK),PT Mitra Insan Sejahtera,Teknisi,head office - Surabaya,Gaji Kompetitif,Setidaknya 1 tahun
Human Resources Department (HRD),PT IT Service Centre,"Teknik, Komputer",head office - Jakarta Pusat,Gaji Kompetitif,0 tahun
Staff Admin Legal,Maxon Prime Technology,Penggajian dan Fasilitas,Jakarta - Jakarta,Gaji Kompetitif,Setidaknya 1 tahun
Site Admin,PT Bakti Samudra Sakti,Administrasi,head office - Tangerang,IDR 4.276.400 - 4.300.000,3 tahun
INTERNAL AUDIT OFFICER,PT Mitra Kreasi Nusantara Sejahtera,Administrasi,head office - Surabaya,IDR 3.000.000 - 5.000.000,Setidaknya 1 tahun
Warehouse & Transport Supervisor,PT Bakrieland Development Tbk,Sumber Daya Manusia,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
